Sample_Number,Hit_Count,Sample_ID,Study_ID,Longitude,Latitude,Geographic_Location
DRR066655,2,DRS034400,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066655,0,DRS034400,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066655,0,DRS034400,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066655,0,DRS034400,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066655,1,DRS034400,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066655,0,DRS034400,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066655,0,DRS034400,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066655,0,DRS034400,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066656,0,DRS034401,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066656,0,DRS034401,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066656,0,DRS034401,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066656,0,DRS034401,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066656,0,DRS034401,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066656,0,DRS034401,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066657,0,DRS034402,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066657,0,DRS034402,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066657,1,DRS034402,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066657,0,DRS034402,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066657,0,DRS034402,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066657,0,DRS034402,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066658,0,DRS034403,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066658,0,DRS034403,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066658,0,DRS034403,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066658,0,DRS034403,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066658,0,DRS034403,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066659,0,DRS034404,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066659,0,DRS034404,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066659,0,DRS034404,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066660,0,DRS034405,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066660,0,DRS034405,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066656,0,DRS034401,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066658,0,DRS034403,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
DRR066660,0,DRS034405,MGYS00001851,139.4257,35.6693,"Japan:Tokyo, Hachioji"
ERR1076082,1,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1201299,0,ERS1030623,MGYS00000597,,,France
ERR1341804,19,ERS1100423,MGYS00000648,12.823,120.5,China
ERR1352906,5,ERS1107847,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352910,40,ERS1107849,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352916,0,ERS1107852,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352922,12,ERS1107855,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352927,34,ERS1107858,MGYS00000777,8.6097,47.4048,Switzerland
ERR1076073,2,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076074,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076074,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076075,3,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076075,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076076,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076077,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076078,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076079,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076080,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076081,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1076082,0,ERS918710,MGYS00001391,14.8619,45.643,Slovenia
ERR1101751,318,ERS946133,MGYS00000555,-1.614,54.7149,United Kingdom
ERR1201289,1,ERS1030613,MGYS00000597,,,Israel
ERR1201290,0,ERS1030614,MGYS00000597,,,Israel
ERR1201291,0,ERS1030615,MGYS00000597,,,Israel
ERR1201292,5,ERS1030616,MGYS00000597,,,Israel
ERR1201293,0,ERS1030617,MGYS00000597,,,Austria
ERR1201294,0,ERS1030618,MGYS00000597,,,Cyprus
ERR1201295,0,ERS1030619,MGYS00000597,,,Cyprus
ERR1201296,0,ERS1030620,MGYS00000597,,,Germany
ERR1201297,0,ERS1030621,MGYS00000597,,,Germany
ERR1201298,0,ERS1030622,MGYS00000597,,,Germany
ERR1201300,0,ERS1030624,MGYS00000597,,,Israel
ERR1201301,0,ERS1030625,MGYS00000597,,,Italy
ERR1201302,0,ERS1030626,MGYS00000597,,,Norway
ERR1201303,0,ERS1030627,MGYS00000597,,,Portugal
ERR1201304,0,ERS1030628,MGYS00000597,212,,United Kingdom
ERR1233629,3,ERS1048982,MGYS00000606,,,Australia
ERR1233629,5,ERS1048982,MGYS00000606,,,Australia
ERR1233629,4,ERS1048982,MGYS00000606,,,Australia
ERR1233629,18,ERS1048982,MGYS00000606,,,Australia
ERR1341803,28,ERS1100422,MGYS00000648,30.5,120.5,China
ERR1341803,26,ERS1100422,MGYS00000648,30.5,120.5,China
ERR1341803,0,ERS1100422,MGYS00000648,30.5,120.5,China
ERR1341804,32,ERS1100423,MGYS00000648,30.5,120.5,China
ERR1352903,70,ERS1107846,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352903,24,ERS1107846,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352904,13,ERS1107846,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352904,11,ERS1107846,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352904,19,ERS1107846,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352904,2,ERS1107846,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352905,9,ERS1107847,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352905,11,ERS1107847,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352905,5,ERS1107847,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352905,4,ERS1107847,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352906,12,ERS1107847,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352906,8,ERS1107847,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352906,5,ERS1107847,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352907,115,ERS1107848,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352907,119,ERS1107848,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352907,72,ERS1107848,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352907,47,ERS1107848,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352908,44,ERS1107848,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352908,40,ERS1107848,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352908,3,ERS1107848,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352909,19,ERS1107849,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352909,19,ERS1107849,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352909,1,ERS1107849,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352910,0,ERS1107849,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352911,12,ERS1107850,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352911,4,ERS1107850,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352912,7,ERS1107850,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352912,1,ERS1107850,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352913,21,ERS1107851,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352913,14,ERS1107851,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352914,13,ERS1107851,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352914,6,ERS1107851,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352915,5,ERS1107852,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352915,2,ERS1107852,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352916,3,ERS1107852,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352917,9,ERS1107853,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352917,9,ERS1107853,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352918,0,ERS1107853,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352918,1,ERS1107853,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352919,10,ERS1107854,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352919,3,ERS1107854,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352920,7,ERS1107854,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352920,7,ERS1107854,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352921,20,ERS1107855,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352921,20,ERS1107855,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352921,19,ERS1107855,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352921,5,ERS1107855,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352922,2,ERS1107855,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352923,22,ERS1107856,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352923,15,ERS1107856,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352923,25,ERS1107856,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352923,9,ERS1107856,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352924,9,ERS1107856,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352924,3,ERS1107856,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352925,147,ERS1107857,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352925,80,ERS1107857,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352926,19,ERS1107857,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352926,3,ERS1107857,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352927,47,ERS1107858,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352927,36,ERS1107858,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352927,24,ERS1107858,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352928,10,ERS1107858,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352928,0,ERS1107858,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352929,27,ERS1107859,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352929,16,ERS1107859,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352930,12,ERS1107859,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352930,1,ERS1107859,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352931,27,ERS1107860,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352931,32,ERS1107860,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352931,3,ERS1107860,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352932,5,ERS1107860,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352933,37,ERS1107861,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352933,21,ERS1107861,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352934,5,ERS1107861,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352934,3,ERS1107861,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352935,9,ERS1107862,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352935,2,ERS1107862,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352936,1,ERS1107862,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352936,0,ERS1107862,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352937,8,ERS1107863,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352937,13,ERS1107863,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352938,4,ERS1107863,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352938,2,ERS1107863,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352939,9,ERS1107864,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352939,6,ERS1107864,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352939,7,ERS1107864,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352940,0,ERS1107864,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352940,1,ERS1107864,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352941,17,ERS1107865,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352941,19,ERS1107865,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352941,2,ERS1107865,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352942,9,ERS1107865,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352942,0,ERS1107865,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352943,11,ERS1107866,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352943,12,ERS1107866,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352943,4,ERS1107866,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352944,2,ERS1107866,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352944,0,ERS1107866,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352945,7,ERS1107867,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352945,1,ERS1107867,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352946,1,ERS1107867,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352946,2,ERS1107867,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352947,34,ERS1107868,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352947,21,ERS1107868,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352947,18,ERS1107868,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352948,15,ERS1107868,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352948,5,ERS1107868,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352949,3,ERS1107869,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352950,18,ERS1107869,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352950,7,ERS1107869,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352951,18,ERS1107870,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352951,15,ERS1107870,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352951,10,ERS1107870,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352951,2,ERS1107870,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352952,13,ERS1107870,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352952,1,ERS1107870,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352953,16,ERS1107871,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352953,21,ERS1107871,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352953,21,ERS1107871,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352954,10,ERS1107871,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352954,3,ERS1107871,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352955,17,ERS1107872,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352955,2,ERS1107872,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352956,3,ERS1107872,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352957,15,ERS1107873,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352957,7,ERS1107873,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352957,12,ERS1107873,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352957,7,ERS1107873,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352958,1,ERS1107873,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352958,1,ERS1107873,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352959,6,ERS1107874,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352959,5,ERS1107874,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352959,4,ERS1107874,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352959,0,ERS1107874,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352960,0,ERS1107874,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352960,0,ERS1107874,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352961,5,ERS1107875,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352961,1,ERS1107875,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352962,20,ERS1107875,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352962,1,ERS1107875,MGYS00000777,8.6097,47.4048,Switzerland
ERR1414209,6,ERS1162530,MGYS00001110,17.6598,59.8445,Sweden
ERR1414209,8,ERS1162530,MGYS00001110,17.6598,59.8445,Sweden
ERR1414209,11,ERS1162530,MGYS00001110,17.6598,59.8445,Sweden
ERR1414210,6,ERS1162531,MGYS00001110,17.6598,59.8445,Sweden
ERR1414210,10,ERS1162531,MGYS00001110,17.6598,59.8445,Sweden
ERR1414211,12,ERS1162532,MGYS00001110,17.6598,59.8445,Sweden
ERR1414211,5,ERS1162532,MGYS00001110,17.6598,59.8445,Sweden
ERR1414211,11,ERS1162532,MGYS00001110,17.6598,59.8445,Sweden
ERR1414212,4,ERS1162533,MGYS00001110,17.6598,59.8445,Sweden
ERR1414212,7,ERS1162533,MGYS00001110,17.6598,59.8445,Sweden
ERR1414212,5,ERS1162533,MGYS00001110,17.6598,59.8445,Sweden
ERR1414213,5,ERS1162534,MGYS00001110,17.6598,59.8445,Sweden
ERR1414213,9,ERS1162534,MGYS00001110,17.6598,59.8445,Sweden
ERR1414213,11,ERS1162534,MGYS00001110,17.6598,59.8445,Sweden
ERR1414214,6,ERS1162535,MGYS00001110,17.6598,59.8445,Sweden
ERR1414214,11,ERS1162535,MGYS00001110,17.6598,59.8445,Sweden
ERR1414215,3,ERS1162536,MGYS00001110,17.6598,59.8445,Sweden
ERR1414215,1,ERS1162536,MGYS00001110,17.6598,59.8445,Sweden
ERR1414215,8,ERS1162536,MGYS00001110,17.6598,59.8445,Sweden
ERR1414216,6,ERS1162537,MGYS00001110,17.6598,59.8445,Sweden
ERR1414216,2,ERS1162537,MGYS00001110,17.6598,59.8445,Sweden
ERR1414216,4,ERS1162537,MGYS00001110,17.6598,59.8445,Sweden
ERR1414217,3,ERS1162538,MGYS00001110,17.6598,59.8445,Sweden
ERR1414217,4,ERS1162538,MGYS00001110,17.6598,59.8445,Sweden
ERR1414217,5,ERS1162538,MGYS00001110,17.6598,59.8445,Sweden
ERR1414218,6,ERS1162539,MGYS00001110,17.6598,59.8445,Sweden
ERR1414218,3,ERS1162539,MGYS00001110,17.6598,59.8445,Sweden
ERR1414219,3,ERS1162540,MGYS00001110,17.6598,59.8445,Sweden
ERR1414219,8,ERS1162540,MGYS00001110,17.6598,59.8445,Sweden
ERR1414219,6,ERS1162540,MGYS00001110,17.6598,59.8445,Sweden
ERR1414220,7,ERS1162541,MGYS00001110,18.2271,59.3556,Sweden
ERR1414220,10,ERS1162541,MGYS00001110,18.2271,59.3556,Sweden
ERR1414220,3,ERS1162541,MGYS00001110,18.2271,59.3556,Sweden
ERR1414220,0,ERS1162541,MGYS00001110,18.2271,59.3556,Sweden
ERR1414221,9,ERS1162542,MGYS00001110,18.2271,59.3556,Sweden
ERR1414221,7,ERS1162542,MGYS00001110,18.2271,59.3556,Sweden
ERR1414221,13,ERS1162542,MGYS00001110,18.2271,59.3556,Sweden
ERR1414221,9,ERS1162542,MGYS00001110,18.2271,59.3556,Sweden
ERR1414222,5,ERS1162543,MGYS00001110,18.2271,59.3556,Sweden
ERR1414222,5,ERS1162543,MGYS00001110,18.2271,59.3556,Sweden
ERR1414222,10,ERS1162543,MGYS00001110,18.2271,59.3556,Sweden
ERR1414223,3,ERS1162544,MGYS00001110,18.2271,59.3556,Sweden
ERR1414223,1,ERS1162544,MGYS00001110,18.2271,59.3556,Sweden
ERR1414223,6,ERS1162544,MGYS00001110,18.2271,59.3556,Sweden
ERR1414223,9,ERS1162544,MGYS00001110,18.2271,59.3556,Sweden
ERR1414224,3,ERS1162545,MGYS00001110,18.2271,59.3556,Sweden
ERR1414224,2,ERS1162545,MGYS00001110,18.2271,59.3556,Sweden
ERR1414224,8,ERS1162545,MGYS00001110,18.2271,59.3556,Sweden
ERR1414224,0,ERS1162545,MGYS00001110,18.2271,59.3556,Sweden
ERR1414225,1,ERS1162546,MGYS00001110,18.2271,59.3556,Sweden
ERR1414225,0,ERS1162546,MGYS00001110,18.2271,59.3556,Sweden
ERR1414225,0,ERS1162546,MGYS00001110,18.2271,59.3556,Sweden
ERR1414226,8,ERS1162547,MGYS00001110,18.2271,59.3556,Sweden
ERR1414226,11,ERS1162547,MGYS00001110,18.2271,59.3556,Sweden
ERR1414226,7,ERS1162547,MGYS00001110,18.2271,59.3556,Sweden
ERR1414226,10,ERS1162547,MGYS00001110,18.2271,59.3556,Sweden
ERR1414227,18,ERS1162548,MGYS00001110,18.2271,59.3556,Sweden
ERR1414227,18,ERS1162548,MGYS00001110,18.2271,59.3556,Sweden
ERR1414227,17,ERS1162548,MGYS00001110,18.2271,59.3556,Sweden
ERR1414227,16,ERS1162548,MGYS00001110,18.2271,59.3556,Sweden
ERR1414228,16,ERS1162549,MGYS00001110,18.2271,59.3556,Sweden
ERR1414228,11,ERS1162549,MGYS00001110,18.2271,59.3556,Sweden
ERR1414228,15,ERS1162549,MGYS00001110,18.2271,59.3556,Sweden
ERR1414229,4,ERS1162550,MGYS00001110,18.2271,59.3556,Sweden
ERR1414229,3,ERS1162550,MGYS00001110,18.2271,59.3556,Sweden
ERR1414229,5,ERS1162550,MGYS00001110,18.2271,59.3556,Sweden
ERR1414229,5,ERS1162550,MGYS00001110,18.2271,59.3556,Sweden
ERR1414230,28,ERS1162551,MGYS00001110,18.1084,59.3107,Sweden
ERR1414230,22,ERS1162551,MGYS00001110,18.1084,59.3107,Sweden
ERR1414230,5,ERS1162551,MGYS00001110,18.1084,59.3107,Sweden
ERR1414231,10,ERS1162552,MGYS00001110,18.1084,59.3107,Sweden
ERR1414231,8,ERS1162552,MGYS00001110,18.1084,59.3107,Sweden
ERR1414231,4,ERS1162552,MGYS00001110,18.1084,59.3107,Sweden
ERR1414231,17,ERS1162552,MGYS00001110,18.1084,59.3107,Sweden
ERR1414231,16,ERS1162552,MGYS00001110,18.1084,59.3107,Sweden
ERR1414232,6,ERS1162553,MGYS00001110,18.1084,59.3107,Sweden
ERR1414232,9,ERS1162553,MGYS00001110,18.1084,59.3107,Sweden
ERR1414232,6,ERS1162553,MGYS00001110,18.1084,59.3107,Sweden
ERR1414233,5,ERS1162554,MGYS00001110,18.1084,59.3107,Sweden
ERR1414233,3,ERS1162554,MGYS00001110,18.1084,59.3107,Sweden
ERR1414233,5,ERS1162554,MGYS00001110,18.1084,59.3107,Sweden
ERR1414234,5,ERS1162555,MGYS00001110,18.1084,59.3107,Sweden
ERR1414234,4,ERS1162555,MGYS00001110,18.1084,59.3107,Sweden
ERR1414234,5,ERS1162555,MGYS00001110,18.1084,59.3107,Sweden
ERR1414235,0,ERS1162556,MGYS00001110,18.1084,59.3107,Sweden
ERR1414235,2,ERS1162556,MGYS00001110,18.1084,59.3107,Sweden
ERR1414235,1,ERS1162556,MGYS00001110,18.1084,59.3107,Sweden
ERR1352939,12,ERS1107864,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352943,6,ERS1107866,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352949,23,ERS1107869,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352953,3,ERS1107871,MGYS00000777,8.6097,47.4048,Switzerland
ERR1352959,2,ERS1107874,MGYS00000777,8.6097,47.4048,Switzerland
ERR1414210,5,ERS1162531,MGYS00001110,17.6598,59.8445,Sweden
ERR1414214,3,ERS1162535,MGYS00001110,17.6598,59.8445,Sweden
ERR1414218,8,ERS1162539,MGYS00001110,17.6598,59.8445,Sweden
ERR1414222,2,ERS1162543,MGYS00001110,18.2271,59.3556,Sweden
ERR1414225,0,ERS1162546,MGYS00001110,18.2271,59.3556,Sweden
ERR1414228,13,ERS1162549,MGYS00001110,18.2271,59.3556,Sweden
ERR1414236,0,ERS1162557,MGYS00001110,18.1084,59.3107,Sweden
ERR1414236,0,ERS1162557,MGYS00001110,18.1084,59.3107,Sweden
ERR1414236,3,ERS1162557,MGYS00001110,18.1084,59.3107,Sweden
ERR1414237,30,ERS1162558,MGYS00001110,18.1084,59.3107,Sweden
ERR1414237,22,ERS1162558,MGYS00001110,18.1084,59.3107,Sweden
ERR1414238,41,ERS1162559,MGYS00001110,18.1084,59.3107,Sweden
ERR1414238,20,ERS1162559,MGYS00001110,18.1084,59.3107,Sweden
ERR1414239,32,ERS1162560,MGYS00001110,17.6598,59.8445,Sweden
ERR1414239,13,ERS1162560,MGYS00001110,17.6598,59.8445,Sweden
ERR1414240,41,ERS1162561,MGYS00001110,17.6598,59.8445,Sweden
ERR1414240,6,ERS1162561,MGYS00001110,17.6598,59.8445,Sweden
ERR1414241,83,ERS1162562,MGYS00001110,17.6598,59.8445,Sweden
ERR1414242,62,ERS1162563,MGYS00001110,17.6598,59.8445,Sweden
ERR1414242,69,ERS1162563,MGYS00001110,17.6598,59.8445,Sweden
ERR1414243,28,ERS1162564,MGYS00001110,18.2271,59.3556,Sweden
ERR1414243,15,ERS1162564,MGYS00001110,18.2271,59.3556,Sweden
ERR1414244,37,ERS1162565,MGYS00001110,18.2271,59.3556,Sweden
ERR1414244,26,ERS1162565,MGYS00001110,18.2271,59.3556,Sweden
ERR1414245,53,ERS1162566,MGYS00001110,18.1084,59.3107,Sweden
ERR1414245,19,ERS1162566,MGYS00001110,18.1084,59.3107,Sweden
ERR1414246,26,ERS1162567,MGYS00001110,18.1084,59.3107,Sweden
ERR1414246,26,ERS1162567,MGYS00001110,18.1084,59.3107,Sweden
ERR1414247,31,ERS1162568,MGYS00001110,18.1084,59.3107,Sweden
ERR1414247,20,ERS1162568,MGYS00001110,18.1084,59.3107,Sweden
ERR1414248,25,ERS1162569,MGYS00001110,18.1084,59.3107,Sweden
ERR1414249,45,ERS1162570,MGYS00001110,17.6598,59.8445,Sweden
ERR1414249,30,ERS1162570,MGYS00001110,17.6598,59.8445,Sweden
ERR1414250,58,ERS1162571,MGYS00001110,17.6598,59.8445,Sweden
ERR1414250,34,ERS1162571,MGYS00001110,17.6598,59.8445,Sweden
ERR1414251,89,ERS1162572,MGYS00001110,17.6598,59.8445,Sweden
ERR1414251,46,ERS1162572,MGYS00001110,17.6598,59.8445,Sweden
ERR1414252,50,ERS1162573,MGYS00001110,17.6598,59.8445,Sweden
ERR1414252,12,ERS1162573,MGYS00001110,17.6598,59.8445,Sweden
ERR1414253,60,ERS1162574,MGYS00001110,18.2271,59.3556,Sweden
ERR1414253,77,ERS1162574,MGYS00001110,18.2271,59.3556,Sweden
